interestAffinityCategory,vistornum,sessionnum,logdate
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,21,43,2019-07-26
Media & Entertainment/Music Lovers,128,218,2019-07-26
Media & Entertainment/Music Lovers/Classical Music Enthusiasts,16,32,2019-07-26
Media & Entertainment/Music Lovers/Electronic Dance Music Fans,16,19,2019-07-26
Media & Entertainment/Music Lovers/Pop Music Fans,52,82,2019-07-26
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,27,43,2019-07-26
Media & Entertainment/Music Lovers/Rock Music Fans,12,20,2019-07-26
Media & Entertainment/Music Lovers/World Music Fans,60,97,2019-07-26
Media & Entertainment/TV Lovers,23,24,2019-07-26
Media & Entertainment/TV Lovers/TV Drama Fans,12,13,2019-07-26
News & Politics/Avid News Readers,55,97,2019-07-26
News & Politics/Avid News Readers/Avid Business News Readers,30,54,2019-07-26
News & Politics/Avid News Readers/Avid Political News Readers,74,142,2019-07-26
News & Politics/Avid News Readers/Entertainment News Enthusiasts,30,53,2019-07-26
Shoppers/Bargain Hunters,16,21,2019-07-26
Shoppers/Luxury Shoppers,96,171,2019-07-26
Shoppers/Shopaholics,42,69,2019-07-26
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,26,37,2019-07-26
Shoppers/Shoppers by Store Type/Department Store Shoppers,43,61,2019-07-26
Shoppers/Value Shoppers,125,215,2019-07-26
Sports & Fitness/Health & Fitness Buffs,131,233,2019-07-26
Sports & Fitness/Sports Fans,92,156,2019-07-26
Sports & Fitness/Sports Fans/Baseball Fans,21,37,2019-07-26
Sports & Fitness/Sports Fans/Basketball Fans,18,31,2019-07-26
Sports & Fitness/Sports Fans/Racquetball Enthusiasts,11,18,2019-07-26
Sports & Fitness/Sports Fans/Tennis Enthusiasts,10,17,2019-07-26
Technology/Mobile Enthusiasts,91,152,2019-07-26
Technology/Social Media Enthusiasts,14,18,2019-07-26
Technology/Technophiles,132,227,2019-07-26
Travel/Business Travelers,107,191,2019-07-26
Travel/Travel Buffs,62,106,2019-07-26
Travel/Travel Buffs/Luxury Travelers,10,14,2019-07-26
Vehicles & Transportation/Auto Enthusiasts,61,88,2019-07-26
Vehicles & Transportation/Auto Enthusiasts/Motorcycle Enthusiasts,11,22,2019-07-26
Banking & Finance/Avid Investors,51,106,2019-07-27
Beauty & Wellness/Beauty Mavens,17,24,2019-07-27
Beauty & Wellness/Frequently Visits Salons,45,87,2019-07-27
Food & Dining/Coffee Shop Regulars,35,74,2019-07-27
Food & Dining/Cooking Enthusiasts,37,67,2019-07-27
Food & Dining/Cooking Enthusiasts/30 Minute Chefs,19,34,2019-07-27
Food & Dining/Cooking Enthusiasts/Aspiring Chefs,13,20,2019-07-27
Food & Dining/Fast Food Cravers,53,85,2019-07-27
Food & Dining/Foodies,36,62,2019-07-27
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,12,24,2019-07-27
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,51,95,2019-07-27
Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,56,105,2019-07-27
Home & Garden/Do-It-Yourselfers,51,99,2019-07-27
Home & Garden/Home Decor Enthusiasts,11,15,2019-07-27
Lifestyles & Hobbies/Art & Theater Aficionados,46,88,2019-07-27
Lifestyles & Hobbies/Business Professionals,68,135,2019-07-27
Lifestyles & Hobbies/Family-Focused,21,36,2019-07-27
Lifestyles & Hobbies/Fashionistas,25,40,2019-07-27
Lifestyles & Hobbies/Frequently Attends Live Events,33,67,2019-07-27
Lifestyles & Hobbies/Green Living Enthusiasts,50,109,2019-07-27
Lifestyles & Hobbies/Nightlife Enthusiasts,40,84,2019-07-27
Lifestyles & Hobbies/Outdoor Enthusiasts,57,117,2019-07-27
Lifestyles & Hobbies/Pet Lovers,13,22,2019-07-27
Lifestyles & Hobbies/Shutterbugs,58,113,2019-07-27
Lifestyles & Hobbies/Thrill Seekers,27,53,2019-07-27
Media & Entertainment/Book Lovers,28,45,2019-07-27
Media & Entertainment/Comics & Animation Fans,63,114,2019-07-27
Media & Entertainment/Gamers,56,101,2019-07-27
Media & Entertainment/Gamers/Action Game Fans,21,32,2019-07-27
Media & Entertainment/Gamers/Adventure & Strategy Game Fans,26,48,2019-07-27
Media & Entertainment/Gamers/Casual & Social Gamers,19,36,2019-07-27
Media & Entertainment/Gamers/Hardcore Gamers,43,74,2019-07-27
Media & Entertainment/Gamers/Roleplaying Game Fans,34,53,2019-07-27
Media & Entertainment/Gamers/Shooter Game Fans,11,20,2019-07-27
Media & Entertainment/Light TV Viewers,61,118,2019-07-27
Media & Entertainment/Movie Lovers,84,168,2019-07-27
Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,23,41,2019-07-27
Media & Entertainment/Movie Lovers/Family Movie Fans,15,32,2019-07-27
Media & Entertainment/Movie Lovers/Horror Movie Fans,11,30,2019-07-27
Media & Entertainment/Movie Lovers/Romance & Drama Movie Fans,15,23,2019-07-27
Media & Entertainment/Movie Lovers/Sci-Fi & Fantasy Movie Fans,25,49,2019-07-27
Media & Entertainment/Music Lovers,76,151,2019-07-27
Media & Entertainment/Music Lovers/Pop Music Fans,31,62,2019-07-27
Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,14,31,2019-07-27
Media & Entertainment/Music Lovers/World Music Fans,37,73,2019-07-27
Media & Entertainment/TV Lovers,12,14,2019-07-27
News & Politics/Avid News Readers,32,65,2019-07-27
News & Politics/Avid News Readers/Avid Business News Readers,17,31,2019-07-27
News & Politics/Avid News Readers/Avid Political News Readers,53,113,2019-07-27
News & Politics/Avid News Readers/Entertainment News Enthusiasts,20,36,2019-07-27
Shoppers/Bargain Hunters,14,18,2019-07-27
Shoppers/Luxury Shoppers,58,102,2019-07-27
Shoppers/Shopaholics,28,45,2019-07-27
Shoppers/Shoppers by Store Type/Convenience Store Shoppers,15,24,2019-07-27
Shoppers/Shoppers by Store Type/Department Store Shoppers,23,37,2019-07-27
Shoppers/Value Shoppers,81,159,2019-07-27
Sports & Fitness/Health & Fitness Buffs,73,153,2019-07-27
Sports & Fitness/Sports Fans,61,116,2019-07-27
Sports & Fitness/Sports Fans/Baseball Fans,16,24,2019-07-27
Sports & Fitness/Sports Fans/Basketball Fans,17,29,2019-07-27
Technology/Mobile Enthusiasts,47,78,2019-07-27
Technology/Social Media Enthusiasts,15,19,2019-07-27
Technology/Technophiles,77,155,2019-07-27
Travel/Business Travelers,63,138,2019-07-27
Travel/Travel Buffs,35,72,2019-07-27
Vehicles & Transportation/Auto Enthusiasts,32,62,2019-07-27
